gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000000,3,1728424999927921400,0.157184,0.158208,1.192192,120.123904,342.483968,364.914944,747.968512,772.306432
0000000100,3,1728425007844268500,0.073728,0.07424,0.491008,15.705856,70.554112,91.24352,313.901056,337.602304
0000000200,3,1728425017075658000,0.163072,0.16384,0.77824,18.801664,87.785728,110.389248,330.215168,353.456896
0000000300,3,1728425025458971000,0.066048,0.06656,0.485376,18.400512,78.878208,104.997376,322.244608,346.208768
0000000400,3,1728425034356646000,0.049408,0.04992,0.507392,16.972544,79.744256,101.254656,320.143872,344.270592
0000000500,3,1728425042388151600,0.108032,0.1088,0.804352,17.986048,85.173504,106.585856,328.241152,353.031936
0000000600,3,1728425050651127800,0.049152,0.049664,0.412416,17.76128,88.64256,110.145536,331.56224,355.27808
0000000001,3,1728425051128145000,0.043008,0.044032,0.772864,17.266688,77.593856,98.535168,317.422592,340.237568
0000000101,3,1728425059044515000,0.028928,0.02944,0.66688,19.468288,97.397504,118.570496,338.854912,362.889728
0000000700,3,1728425059529536800,0.137728,0.142336,0.69504,15.896576,75.979776,97.218304,315.323904,338.708992
0000000800,3,1728425067931033300,0.064,0.064512,0.6336,20.974848,86.593024,108.262144,331.034624,355.204096
0000000201,3,1728425068275852000,0.026624,0.02688,0.418048,15.984128,79.334912,100.700672,321.700608,344.613888
0000000301,3,1728425076659257300,0.045312,0.046592,0.673792,20.346624,87.053824,108.338688,329.937152,353.788416
0000000900,3,1728425077443578400,0.054528,0.05504,0.46208,20.106752,94.592768,117.287936,332.297728,356.364288
0000000401,3,1728425085557037600,0.045056,0.045824,0.648448,17.879552,82.1184,103.518208,319.360768,384.274176
0000001000,3,1728425085667097000,0.059904,0.060928,0.406272,14.984704,79.107328,105.499392,320.121344,344.306944
0000000501,3,1728425093588411100,0.04096,0.041728,0.440576,17.927936,82.084096,103.401472,320.851968,343.859968
0000001100,3,1728425093733293000,0.123904,0.124928,0.742912,15.657472,79.742208,100.688896,319.187456,342.714368
0000000601,3,1728425101851323600,0.05888,0.060416,0.705024,20.257024,103.9296,125.152512,351.474688,376.098048
0000001200,3,1728425101889005600,0.133632,0.135168,0.880384,17.238016,86.001408,107.648512,327.264256,351.014656
