gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000000,1,1729033289836317400,0.057856,0.058368,0.59264,225.292032,669.071104,694.95552,1274.227712,1298.07104
0000000100,1,1729033297876808200,0.076032,0.077312,0.846592,39.995904,190.570752,216.841216,588.535296,612.62208
0000000001,1,1729033299836592000,0.044544,0.045568,0.705792,38.892032,145.614336,166.603776,546.727424,569.69728
0000000200,1,1729033306187555300,0.084992,0.086528,0.932096,40.98944,133.252096,154.843136,548.844544,572.930304
0000000101,1,1729033307877153300,0.041472,0.04224,0.838912,39.949056,118.155776,139.406336,548.961792,571.980032
0000000002,1,1729033309836909600,0.050688,0.051712,0.616192,38.073344,140.265216,161.471232,544.543744,570.231808
0000000300,1,1729033314286417200,0.043776,0.044288,0.502784,39.52128,139.476736,164.442368,549.208832,573.623296
0000000201,1,1729033316187954700,0.052224,0.053248,0.656384,38.391808,145.565184,166.998528,549.153536,697.255424
0000000102,1,1729033317877313500,0.04608,0.047104,0.524544,42.864384,120.54656,141.838848,531.1744,554.237184
0000000003,1,1729033319837112800,0.051712,0.052736,0.536832,37.424128,138.036736,159.200256,538.751744,561.64096
0000000400,1,1729033322500103000,0.055552,0.05632,1.127936,41.306624,157.935616,185.806592,562.53312,585.576448
0000000301,1,1729033324286796500,0.046336,0.04736,0.62464,37.971968,160.056832,181.485568,558.76608,581.632256
0000000202,1,1729033326188263000,0.045824,0.047104,0.59264,39.173632,168.1472,189.566976,570.691328,594.09664
0000000103,1,1729033327877572400,0.04096,0.04224,0.546048,38.942208,169.502208,190.778112,582.920448,605.738752
0000000004,1,1729033329837419500,0.044544,0.045568,0.672768,37.163008,173.686784,194.954752,573.246976,597.394176
0000000500,1,1729033330379584000,0.08192,0.0832,0.65024,38.07872,149.454848,175.014144,553.408,577.37984
0000000401,1,1729033332500374500,0.045568,0.046592,0.704256,37.837056,152.796928,173.501952,544.213504,566.511104
0000000302,1,1729033334286936800,0.045312,0.04608,0.50304,40.224768,164.884736,186.250752,561.482496,583.24224
0000000203,1,1729033336188546000,0.077568,0.079104,0.741632,41.470208,127.560448,148.890368,532.96,557.155328
0000000104,1,1729033337877912000,0.045568,0.046336,0.558848,39.475712,161.087232,182.2272,562.425856,585.277696
0000000600,1,1729033338444279600,0.054016,0.054272,0.566272,43.176448,148.810752,170.302464,564.149504,588.59136
0000000005,1,1729033339837639200,0.04864,0.049664,0.790016,39.93344,121.643264,143.176704,523.815424,546.663168
0000000501,1,1729033340379929300,0.050432,0.051968,0.64384,39.204608,186.644736,207.894272,593.270528,615.980288
0000000402,1,1729033342500637000,0.045056,0.04608,0.714496,40.413952,139.66848,160.888576,537.208832,560.185856
0000000303,1,1729033344287182300,0.054272,0.05632,0.8,41.164544,131.545344,152.89088,543.7568,566.703104
0000000204,1,1729033346188615000,0.044544,0.045568,0.52096,40.125952,176.52864,197.899776,597.534208,620.295168
0000000700,1,1729033346552127700,0.071168,0.072192,0.67968,39.795456,174.718208,196.13952,570.195968,594.612992
0000000105,1,1729033347878147800,0.069376,0.070656,0.532224,42.200832,156.221696,178.959616,558.47424,581.25952
0000000601,1,1729033348444522500,0.040704,0.041728,0.454656,39.175168,180.354304,201.101056,589.135616,611.974144
0000000006,1,1729033349837918700,0.04992,0.0512,0.50816,38.213632,161.823488,182.921472,555.296,578.155008
0000000502,1,1729033350380274700,0.059136,0.060416,0.637184,41.050368,148.2368,169.543424,554.7776,579.796992
0000000403,1,1729033352500973600,0.04864,0.049664,0.663296,43.526656,164.094976,185.2224,565.26592,590.834176
0000000304,1,1729033354287437300,0.053504,0.054528,0.65152,39.858688,148.262656,169.436416,563.664896,586.473984
0000000800,1,1729033354511317800,0.093952,0.095232,1.008384,39.0848,130.298368,151.36512,535.266816,559.413248
0000000205,1,1729033356188877000,0.042496,0.04352,0.625664,37.748224,172.630784,193.657344,577.423616,599.233792
0000000701,1,1729033356552624000,0.05888,0.059904,0.637696,40.69376,147.723776,168.883968,554.517504,577.73696
0000000106,1,1729033357878453000,0.063744,0.06528,0.615168,38.731776,137.786624,158.991872,535.338496,558.701568
0000000602,1,1729033358444897000,0.050432,0.051456,0.600576,42.330112,173.506816,194.7072,587.39968,610.492928
0000000007,1,1729033359840066600,0.048384,0.048896,0.598784,41.517312,165.787136,189.55136,567.146752,590.33728
0000000503,1,1729033360380565800,0.047872,0.04864,0.641536,40.069632,136.268544,159.311104,536.681472,559.656448
0000000404,1,1729033362501286100,0.045312,0.046336,0.576512,41.606912,168.861952,192.331008,557.120512,580.050944
0000000900,1,1729033362792593400,0.073472,0.073984,0.724736,36.804096,144.747264,171.094528,557.701376,581.39136
0000000305,1,1729033364287763500,0.041984,0.043008,0.595712,40.219648,137.161984,158.44992,5552.366592,5575.358464
0000000801,1,1729033364511618300,0.083456,0.08448,0.71808,39.400192,141.942016,163.269632,543.575552,566.49728
0000000206,1,1729033366189266000,0.047104,0.048384,0.745984,39.052544,150.486784,172.739328,587.664384,610.486016
0000000702,1,1729033366552988000,0.045312,0.046336,0.60032,49.494016,156.632832,177.908992,561.243648,585.073408
0000000107,1,1729033367878441000,0.016384,0.01664,0.408832,34.933248,147.412736,168.605184,557.959936,580.327168
0000000603,1,1729033368445162500,0.05888,0.06016,2.276352,42.862592,163.224064,184.759296,576.079872,598.884352
0000000008,1,1729033369840231200,0.037376,0.0384,0.434944,35.967488,137.119744,158.359808,547.324416,570.231552
