gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000000,1,1729176732041863400,0.060672,0.061184,0.481536,218.005248,870.93504,893.269504,1599.840512,1623.727616
0000000001,1,1729176732142236000,0.039936,0.040704,0.359424,147.17568,905.064192,926.520576,1701.005568,1724.173312
0000000002,1,1729176732242433300,0.047616,0.048896,0.77056,76.244992,877.4656,899.401728,1850.268928,1873.47712
0000000003,1,1729176732342630700,0.038656,0.03968,0.724224,180.381696,1551.766272,1573.184,2356.781312,2379.943936
0000000004,1,1729176732442929000,0.042496,0.044032,0.633856,108.634624,1714.464256,1735.531264,2755.130624,2778.001152
0000000005,1,1729176732543107800,0.028416,0.030208,0.726784,619.874048,2278.102784,2299.887872,3435.806208,3458.299392
0000000006,1,1729176732643215400,0.052736,0.053248,0.7552,559.416064,2302.195712,2323.725568,3549.025536,3571.39456
0000000007,1,1729176732743339500,0.02816,0.028672,0.442112,488.235264,2256.794624,2278.408192,3607.672832,3630.155264
0000000008,1,1729176732843543800,0.051456,0.05248,0.515328,415.132416,2410.541312,2432.31488,3899.609088,3922.205696
0000000009,1,1729176732943812600,0.041216,0.04224,0.446976,678.72,2433.616896,2455.0272,4144.285696,4168.246784
0000000010,1,1729176733043887400,0.036352,0.037376,0.664064,611.360768,2459.110144,2480.524032,4414.549504,4437.1968
0000000011,1,1729176733144003600,0.018176,0.018688,2.598656,925.065728,2611.567872,2632.943616,4713.556992,4736.667648
0000000012,1,1729176733244168000,0.034816,0.03584,0.463872,963.139328,3181.934848,3203.036928,5161.8688,5183.994368
0000000013,1,1729176733344368000,0.049408,0.050176,0.60544,901.577216,3202.904064,3224.036352,5277.861632,5300.81792
0000000014,1,1729176733444545000,0.052224,0.053248,0.823296,831.152896,3317.8048,3339.079936,5542.983424,5565.956352
0000000015,1,1729176733544837400,0.046592,0.04736,0.47488,757.55776,3313.538304,3334.83136,5619.145984,5642.319104
0000000016,1,1729176733645004300,0.045056,0.04608,2.16192,756.53248,3511.418368,3532.70144,5878.57024,5901.500928
0000000017,1,1729176733745290500,0.046848,0.047616,0.602368,697.335552,3524.619776,3545.892864,5961.779712,5984.574464
0000000018,1,1729176733845338600,0.04096,0.04224,0.59648,656.81792,3655.958272,3677.255936,6340.337408,6363.263488
0000000019,1,1729176733945651200,0.039168,0.039936,0.469248,734.398208,3614.321664,3635.58784,6418.040832,6441.008896
0000000020,1,1729176734045707500,0.082432,0.0832,0.658688,662.78016,3592.324096,3613.826304,6501.911296,6524.979968
0000000021,1,1729176734145950500,0.039168,0.040448,0.604416,723.071744,3839.979264,3861.360896,6884.569088,6907.43424
0000000022,1,1729176734246240000,0.043008,0.043776,0.617984,1045.43872,4463.785984,4485.092352,7530.309632,7553.381888
0000000023,1,1729176734346374100,0.036608,0.037888,0.564736,1062.299648,4894.168832,4915.4304,7934.523136,7957.62176
0000000024,1,1729176734446557400,0.040192,0.041472,0.571392,1094.130432,5328.208128,5349.480704,8294.57152,8317.327104
0000000025,1,1729176734546633700,0.039936,0.04096,0.64256,1034.795264,5370.855168,5392.374784,8477.232384,8500.46592
0000000026,1,1729176734646786800,0.044032,0.0448,0.50048,963.624448,5346.895104,5368.269056,8539.789568,8563.255552
0000000027,1,1729176734746959600,0.044544,0.045568,0.608,1036.985344,5890.466816,5911.515648,9117.515008,9139.625728
0000000028,1,1729176734847036200,0.034048,0.035584,0.447744,1111.934976,5943.210496,5963.968768,9332.176896,9354.987008
0000000029,1,1729176734947313400,0.046336,0.047616,0.578304,1051.961856,6092.622848,6113.891328,9571.051264,9594.035968
0000000030,1,1729176735047577900,0.04096,0.04224,0.533248,1286.701568,6127.186432,6148.192,9852.600832,9875.465984
0000000031,1,1729176735147887900,0.080896,0.082176,0.704512,1218.56896,6128.3712,6149.413888,10033.208832,10056.020224
0000000032,1,1729176735248157200,0.0576,0.059136,0.766464,1227.739392,6158.450688,6179.953152,10194.140672,10216.917248
0000000033,1,1729176735348107500,0.062976,0.071936,0.593664,1537.961472,6615.191808,6636.453376,10851.69152,10874.492416
0000000034,1,1729176735448314600,0.042496,0.04352,0.4736,1736.165632,6938.291968,6959.795456,11195.683584,11218.625792
0000000035,1,1729176735548476000,0.038144,0.039168,0.841216,1913.531648,7222.102528,7243.427584,11470.135808,11493.108224
